EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-240.684,-784.725,-1101.226,23.335,166.565,408.053,441.134,948.966,0.101,0.965,0.274,1.831,0.092,-0.946,100.000,16.000,1.000
-228.971,-528.038,-703.365,-56.416,123.650,125.706,142.336,434.786,0.103,0.967,0.270,1.801,0.397,-0.946,100.000,17.000,1.000
-209.570,-503.182,-336.260,-166.208,-105.679,-8.851,-153.065,86.367,0.107,0.968,0.268,1.556,0.641,-0.916,100.000,18.000,1.000
-227.004,-317.305,-145.018,-207.245,-226.200,-103.980,-214.040,-167.280,0.107,0.968,0.268,1.038,0.916,-0.977,100.000,19.000,1.000
-220.567,-246.674,-192.493,-178.725,-194.639,-184.268,-202.417,-191.242,0.108,0.967,0.266,0.458,1.251,-0.885,100.000,20.000,1.000
-192.493,-233.531,-189.453,-167.727,-178.456,-178.725,-195.712,-186.145,0.108,0.969,0.265,-0.214,1.526,-0.580,100.000,21.000,1.000
-180.870,-227.451,-184.268,-161.916,-173.718,-172.913,-190.616,-180.781,0.111,0.969,0.268,-0.824,1.678,-0.214,100.000,22.000,1.000
-176.668,-221.372,-179.350,-156.194,-169.158,-168.711,-185.967,-175.774,0.109,0.967,0.271,-1.160,1.740,0.061,100.000,23.000,1.000
-172.198,-216.275,-175.059,-152.171,-165.135,-164.866,-181.854,-171.125,0.112,0.963,0.272,-1.556,1.587,0.244,100.000,24.000,1.000
-168.890,-211.537,-171.572,-148.147,-161.737,-161.290,-178.188,-167.280,0.112,0.960,0.278,-1.678,1.556,0.458,100.000,25.000,1.000
-165.135,-207.067,-168.264,-144.660,-158.072,-157.714,-174.701,-164.151,0.110,0.961,0.285,-1.831,1.587,0.580,100.000,26.000,1.000
-162.005,-203.133,-165.135,-141.531,-154.853,-154.853,-170.946,-161.290,0.109,0.962,0.291,-1.617,1.434,0.763,100.000,27.000,1.000
-159.323,-199.109,-162.184,-138.313,-152.260,-151.992,-167.727,-157.982,0.106,0.962,0.291,-1.312,1.434,0.885,100.000,28.000,1.000
-156.105,-195.533,-159.502,-135.452,-149.667,-149.399,-165.135,-154.585,0.106,0.963,0.290,-1.038,1.221,0.977,100.000,29.000,1.000
-153.422,-192.136,-157.088,-133.395,-147.253,-146.717,-162.452,-152.350,0.106,0.964,0.292,-0.488,0.641,1.190,100.000,30.000,1.000
-151.455,-189.185,-154.853,-131.607,-144.750,-144.303,-160.396,-150.383,0.106,0.966,0.294,-0.183,0.244,1.160,100.000,31.000,1.000
-149.220,-186.235,-152.797,-129.551,-142.783,-142.425,-158.072,-148.147,0.106,0.967,0.294,-0.031,-0.244,1.129,100.000,32.000,1.000
-146.896,-183.284,-150.383,-127.494,-140.995,-140.548,-155.836,-146.270,0.106,0.971,0.294,0.031,-0.671,1.038,100.000,33.000,1.000
-145.197,-180.692,-148.326,-125.974,-139.117,-138.581,-153.959,-144.035,0.107,0.970,0.292,-0.031,-1.129,0.916,100.000,34.000,1.000
-143.230,-178.278,-146.806,-124.544,-137.419,-136.614,-151.902,-142.336,0.107,0.971,0.293,-0.153,-1.465,0.763,100.000,35.000,1.000
-141.799,-175.864,-144.571,-123.113,-135.630,-135.094,-150.114,-140.280,0.108,0.973,0.294,-0.336,-1.770,0.458,100.000,36.000,1.000
-140.011,-173.986,-143.141,-121.862,-133.842,-133.395,-148.326,-138.849,0.112,0.973,0.295,-0.549,-1.923,0.275,100.000,37.000,1.000
-138.670,-171.930,-141.799,-120.789,-132.501,-132.144,-146.538,-137.419,0.115,0.974,0.295,-0.702,-1.862,0.153,100.000,38.000,1.000
-137.329,-169.873,-140.458,-119.716,-131.249,-130.713,-145.376,-136.077,0.118,0.972,0.293,-0.702,-1.587,-0.031,100.000,39.000,1.000
-135.630,-168.175,-139.028,-118.822,-129.819,-129.461,-144.124,-134.289,0.123,0.970,0.291,-0.702,-1.373,-0.183,100.000,40.000,1.000
-134.289,-166.655,-137.776,-117.749,-128.388,-128.031,-142.336,-132.948,0.127,0.970,0.286,-0.580,-1.251,-0.244,100.000,41.000,1.000
-133.127,-165.045,-135.988,-116.855,-127.226,-127.137,-140.905,-131.607,0.129,0.970,0.284,-0.397,-1.099,-0.427,100.000,42.000,1.000
-132.233,-163.436,-135.094,-115.961,-126.421,-126.153,-139.654,-130.624,0.130,0.970,0.286,-0.214,-0.916,-0.488,100.000,43.000,1.000
-131.071,-161.916,-134.021,-115.424,-125.259,-125.259,-138.581,-129.730,0.129,0.969,0.293,0.122,-0.732,-0.549,100.000,44.000,1.000
-130.087,-160.843,-132.859,-114.799,-124.276,-124.007,-137.508,-128.746,0.131,0.969,0.297,0.122,-0.519,-0.580,100.000,45.000,1.000
-129.014,-159.681,-132.233,-114.173,-123.382,-123.113,-136.703,-127.852,0.130,0.971,0.298,-0.092,-0.366,-0.641,100.000,46.000,1.000
-127.941,-158.608,-131.339,-113.815,-122.488,-122.130,-135.541,-126.690,0.127,0.969,0.300,-0.336,-0.244,-0.610,100.000,47.000,1.000
-127.047,-157.356,-130.087,-113.100,-121.504,-121.325,-134.558,-125.349,0.126,0.970,0.301,-0.610,-0.214,-0.641,100.000,48.000,1.000
-126.153,-156.194,-129.551,-112.832,-120.610,-120.789,-133.395,-124.723,0.126,0.969,0.299,-0.885,-0.275,-0.397,100.000,49.000,1.000
-125.527,-155.032,-128.657,-112.563,-119.895,-119.716,-132.769,-124.097,0.125,0.966,0.293,-0.824,-0.458,-0.397,100.000,50.000,1.000
-124.633,-154.048,-127.673,-111.938,-119.448,-119.001,-132.144,-123.292,0.126,0.965,0.291,-0.610,-0.610,-0.153,100.000,51.000,1.000
-123.918,-153.065,-127.047,-111.580,-118.911,-118.375,-131.339,-122.577,0.128,0.966,0.293,-0.366,-0.732,-0.061,100.000,52.000,1.000
-123.203,-152.171,-126.243,-111.312,-117.838,-117.570,-130.534,-121.951,0.126,0.967,0.292,-0.092,-0.488,0.031,100.000,53.000,1.000
-122.756,-151.277,-125.796,-111.043,-117.213,-117.034,-129.819,-121.057,0.123,0.969,0.292,0.275,-0.061,0.122,100.000,54.000,1.000
-122.130,-150.383,-125.259,-110.507,-116.676,-116.318,-129.104,-120.789,0.116,0.973,0.292,0.336,0.305,0.153,100.000,55.000,1.000
-121.504,-149.757,-124.365,-110.328,-116.140,-115.782,-128.388,-119.895,0.112,0.973,0.294,0.366,0.671,0.061,100.000,56.000,1.000
-120.968,-149.220,-123.471,-110.149,-115.871,-115.246,-127.852,-119.269,0.110,0.975,0.294,0.366,0.763,0.000,100.000,57.000,1.000
-120.342,-148.147,-123.203,-109.702,-115.514,-114.799,-127.316,-118.911,0.106,0.978,0.291,0.275,0.702,-0.275,100.000,58.000,1.000
-119.716,-147.700,-122.845,-109.524,-114.888,-114.262,-126.779,-118.554,0.104,0.979,0.290,0.183,0.641,-0.366,100.000,59.000,1.000
-119.269,-147.432,-122.130,-109.434,-113.994,-113.904,-126.421,-118.196,0.105,0.977,0.287,0.031,0.427,-0.397,100.000,60.000,1.000
-118.822,-146.627,-121.683,-108.987,-113.726,-113.547,-125.974,-117.660,0.103,0.975,0.291,-0.183,0.153,-0.519,100.000,61.000,1.000
-118.464,-145.823,-121.415,-108.719,-113.457,-113.279,-125.349,-116.944,0.103,0.977,0.291,-0.305,-0.031,-0.610,100.000,62.000,1.000
-118.107,-145.197,-120.878,-108.719,-112.832,-112.563,-124.812,-116.587,0.104,0.977,0.297,-0.641,-0.214,-0.610,100.000,63.000,1.000
-117.570,-144.839,-120.521,-108.361,-112.474,-112.116,-124.365,-116.050,0.104,0.978,0.298,-0.793,-0.549,-0.610,100.000,64.000,1.000
-117.034,-144.571,-120.342,-108.093,-112.206,-111.580,-123.829,-115.782,0.103,0.978,0.297,-0.946,-0.793,-0.641,100.000,65.000,1.000
-116.944,-144.303,-119.895,-108.272,-112.027,-111.401,-123.471,-115.424,0.104,0.974,0.298,-1.129,-0.946,-0.519,100.000,66.000,1.000
-116.497,-143.588,-119.358,-108.182,-111.848,-111.222,-123.292,-114.799,0.106,0.973,0.299,-1.038,-1.129,-0.336,100.000,67.000,1.000
-116.140,-143.051,-119.090,-107.825,-111.222,-111.043,-122.845,-114.441,0.107,0.968,0.299,-0.793,-1.099,-0.183,100.000,68.000,1.000
-115.961,-142.694,-118.822,-107.735,-111.043,-110.596,-122.309,-114.530,0.104,0.967,0.306,-0.671,-1.038,-0.092,100.000,69.000,1.000
-115.693,-142.336,-118.375,-107.557,-110.775,-110.507,-122.041,-114.083,0.103,0.968,0.306,-0.549,-1.007,0.000,100.000,70.000,1.000
-115.514,-141.978,-118.196,-107.199,-110.328,-110.328,-121.951,-113.636,0.104,0.966,0.307,-0.397,-1.190,0.092,100.000,71.000,1.000
-114.977,-141.621,-117.838,-107.110,-110.060,-110.060,-121.772,-113.457,0.102,0.967,0.302,-0.031,-1.373,-0.031,100.000,72.000,1.000
-114.888,-141.174,-117.660,-107.199,-110.060,-109.702,-121.683,-113.189,0.107,0.968,0.301,0.275,-1.495,-0.061,100.000,73.000,1.000
-114.530,-140.816,-117.481,-106.752,-109.702,-109.345,-121.236,-113.010,0.108,0.968,0.301,0.580,-1.556,-0.153,100.000,74.000,1.000
-114.352,-140.727,-117.213,-106.752,-109.434,-109.077,-120.878,-112.832,0.109,0.968,0.296,0.793,-1.678,-0.305,100.000,75.000,1.000
-114.262,-140.280,-116.855,-106.573,-109.166,-108.808,-120.610,-112.563,0.108,0.967,0.294,0.916,-1.526,-0.427,100.000,76.000,1.000
-113.904,-140.011,-116.676,-106.573,-108.719,-108.719,-120.610,-112.295,0.105,0.967,0.296,0.916,-1.312,-0.549,100.000,77.000,1.000
-113.726,-139.654,-116.318,-106.573,-108.719,-108.719,-120.342,-112.295,0.106,0.968,0.292,0.885,-1.068,-0.641,100.000,78.000,1.000
-113.636,-139.385,-116.140,-106.573,-108.808,-108.361,-119.895,-111.848,0.105,0.969,0.290,0.854,-0.946,-0.763,100.000,79.000,1.000
-113.457,-139.028,-116.050,-106.484,-108.719,-107.914,-119.716,-111.669,0.106,0.970,0.285,0.732,-1.038,-0.854,100.000,80.000,1.000
-113.010,-139.028,-116.140,-106.215,-108.272,-107.735,-119.537,-111.491,0.107,0.969,0.289,0.854,-1.160,-1.099,100.000,81.000,1.000
-113.010,-138.670,-115.782,-106.305,-108.004,-107.825,-119.537,-111.401,0.112,0.969,0.290,0.946,-1.221,-1.038,100.000,82.000,1.000
-112.832,-138.491,-115.693,-106.037,-107.825,-107.735,-119.358,-111.222,0.113,0.968,0.288,1.007,-1.221,-1.007,100.000,83.000,1.000
-112.563,-138.134,-115.246,-105.858,-107.646,-107.467,-119.358,-111.043,0.113,0.968,0.294,1.038,-1.312,-0.854,100.000,84.000,1.000
-112.653,-138.044,-115.156,-105.858,-107.646,-107.288,-119.180,-110.954,0.109,0.969,0.294,0.854,-1.404,-0.641,100.000,85.000,1.000
-112.563,-137.776,-114.977,-105.679,-107.378,-107.199,-118.822,-110.596,0.105,0.971,0.297,0.824,-1.251,-0.519,100.000,86.000,1.000
-112.206,-137.597,-114.709,-105.679,-107.288,-107.020,-118.464,-110.596,0.103,0.971,0.300,0.580,-1.465,-0.244,100.000,87.000,1.000
-112.027,-137.240,-114.799,-105.679,-107.288,-106.931,-118.285,-110.328,0.100,0.974,0.302,0.397,-1.617,-0.122,100.000,88.000,1.000
-111.938,-137.329,-114.620,-105.768,-107.020,-106.841,-118.196,-110.418,0.100,0.975,0.301,0.153,-1.740,0.092,100.000,89.000,1.000
-111.848,-137.061,-114.620,-105.411,-107.020,-106.484,-118.196,-110.507,0.101,0.974,0.299,-0.031,-1.648,0.275,100.000,90.000,1.000
-111.669,-137.329,-114.530,-105.500,-106.931,-106.573,-118.107,-110.149,0.103,0.969,0.295,-0.275,-1.373,0.641,100.000,91.000,1.000
-111.669,-137.061,-114.352,-105.590,-106.663,-106.484,-117.928,-109.792,0.107,0.965,0.291,-0.458,-1.129,0.946,100.000,92.000,1.000
-111.580,-136.703,-114.173,-105.590,-106.663,-106.305,-117.660,-109.881,0.108,0.965,0.291,-0.244,-1.007,0.977,100.000,93.000,1.000
-111.222,-136.614,-113.904,-105.500,-106.484,-106.394,-117.481,-109.881,0.104,0.966,0.295,-0.244,-0.671,1.068,100.000,94.000,1.000
-111.043,-136.703,-114.083,-105.232,-106.394,-106.394,-117.302,-109.881,0.104,0.964,0.294,-0.092,-0.702,1.068,100.000,95.000,1.000
-110.954,-136.524,-113.994,-105.321,-106.305,-106.305,-117.391,-109.702,0.103,0.965,0.292,0.092,-0.549,0.916,100.000,96.000,1.000
-110.954,-135.988,-113.726,-105.321,-106.126,-106.037,-117.123,-109.613,0.101,0.965,0.290,0.305,-0.275,1.007,100.000,97.000,1.000
-110.686,-136.077,-113.726,-105.143,-105.858,-105.679,-117.034,-109.524,0.099,0.964,0.287,0.244,-0.092,0.793,100.000,98.000,1.000
-110.596,-136.077,-113.636,-105.143,-106.037,-105.858,-117.034,-109.255,0.100,0.966,0.288,0.366,0.183,0.610,100.000,99.000,1.000
-110.596,-135.809,-113.636,-105.053,-105.947,-105.858,-116.855,-108.987,0.099,0.968,0.288,0.305,0.275,0.427,100.000,100.000,1.000
-110.596,-135.809,-113.547,-105.232,-105.679,-105.679,-116.766,-108.987,0.096,0.965,0.289,0.397,0.244,0.305,100.000,101.000,1.000
-110.507,-135.630,-113.457,-105.143,-105.590,-105.858,-116.855,-109.166,0.098,0.964,0.287,0.610,0.153,0.031,100.000,102.000,1.000
-110.507,-135.541,-113.100,-105.053,-105.679,-105.679,-117.034,-108.987,0.101,0.968,0.289,0.916,-0.183,-0.427,100.000,103.000,1.000
-110.328,-135.273,-113.457,-104.785,-105.858,-105.590,-116.676,-108.719,0.100,0.969,0.287,0.854,-0.427,-0.488,100.000,104.000,1.000
-110.060,-135.452,-113.279,-105.053,-105.679,-105.411,-116.587,-108.540,0.101,0.969,0.286,0.610,-0.732,-0.397,100.000,105.000,1.000
-110.328,-135.362,-113.010,-104.785,-105.500,-105.500,-116.408,-108.719,0.102,0.970,0.284,0.366,-1.190,-0.427,100.000,106.000,1.000
-110.239,-135.362,-112.832,-104.696,-105.411,-105.232,-116.318,-108.719,0.102,0.973,0.281,-0.031,-1.556,-0.458,100.000,107.000,1.000
-110.239,-135.273,-113.010,-104.606,-105.411,-105.232,-116.587,-108.629,0.099,0.974,0.283,-0.488,-1.892,-0.488,100.000,108.000,1.000
-110.328,-135.273,-113.100,-104.696,-105.321,-105.143,-116.497,-108.540,0.098,0.975,0.287,-0.854,-1.984,-0.397,100.000,109.000,1.000
-110.149,-135.183,-112.921,-104.874,-105.232,-104.785,-116.318,-108.540,0.095,0.974,0.284,-1.160,-2.106,-0.336,100.000,110.000,1.000
-110.060,-134.826,-112.563,-104.696,-105.232,-104.785,-116.229,-108.451,0.094,0.972,0.283,-1.251,-1.923,-0.153,100.000,111.000,1.000
-110.060,-135.005,-112.742,-104.696,-105.143,-105.053,-116.318,-108.540,0.097,0.973,0.281,-1.251,-1.617,0.061,100.000,112.000,1.000
-109.881,-134.736,-112.653,-104.785,-105.143,-105.053,-116.140,-108.361,0.097,0.974,0.283,-1.129,-1.251,-0.031,100.000,113.000,1.000
-109.881,-134.468,-112.563,-104.874,-105.143,-104.785,-116.140,-108.361,0.095,0.973,0.290,-0.885,-0.732,0.031,100.000,114.000,1.000
-109.613,-134.647,-112.653,-105.053,-105.232,-104.696,-116.050,-108.272,0.095,0.972,0.293,-0.732,-0.458,0.153,100.000,115.000,1.000
-109.702,-134.468,-112.653,-104.696,-104.964,-104.785,-116.050,-108.093,0.097,0.969,0.293,-0.610,0.031,0.061,100.000,116.000,1.000
-109.702,-134.558,-112.563,-104.696,-105.143,-104.696,-116.050,-108.093,0.096,0.967,0.298,-0.427,0.214,0.153,100.000,117.000,1.000
-109.881,-134.379,-112.563,-104.696,-105.143,-104.517,-116.229,-108.093,0.096,0.968,0.304,-0.366,0.305,0.153,100.000,118.000,1.000
-109.613,-134.379,-112.385,-104.696,-104.785,-104.785,-115.961,-108.361,0.099,0.967,0.304,-0.366,0.275,0.092,100.000,119.000,1.000
-109.613,-134.289,-112.385,-104.785,-104.874,-104.696,-115.961,-108.182,0.102,0.964,0.305,-0.275,0.214,0.092,100.000,120.000,1.000
-109.702,-134.200,-112.295,-104.785,-104.964,-104.874,-115.782,-108.093,0.105,0.963,0.308,-0.153,0.031,0.214,100.000,121.000,1.000
-109.613,-134.200,-112.385,-104.606,-104.964,-104.696,-115.514,-108.272,0.108,0.962,0.310,-0.183,0.000,0.153,100.000,122.000,1.000
-109.613,-134.200,-112.295,-104.249,-104.785,-104.517,-115.782,-108.093,0.109,0.962,0.309,-0.031,-0.122,0.183,100.000,123.000,1.000
-109.434,-134.021,-112.206,-104.427,-104.696,-104.696,-115.961,-107.914,0.106,0.962,0.307,0.214,-0.336,0.153,100.000,124.000,1.000
-109.613,-134.200,-112.116,-104.338,-104.517,-104.517,-115.693,-107.914,0.105,0.963,0.307,0.519,-0.397,0.153,100.000,125.000,1.000
-109.434,-134.021,-112.295,-104.427,-104.696,-104.517,-115.514,-107.914,0.104,0.968,0.303,0.641,-0.793,0.214,100.000,126.000,1.000
-109.613,-134.110,-112.295,-104.606,-104.606,-104.517,-115.603,-107.825,0.106,0.969,0.302,0.702,-1.038,0.183,100.000,127.000,1.000
-109.524,-134.021,-112.116,-104.696,-104.696,-104.517,-115.693,-107.735,0.105,0.969,0.298,0.763,-1.312,0.183,100.000,128.000,1.000
-109.345,-134.021,-112.116,-104.427,-104.696,-104.427,-115.424,-107.646,0.104,0.970,0.295,0.702,-1.801,0.153,100.000,129.000,1.000
-109.345,-134.021,-112.295,-104.338,-104.696,-104.427,-115.424,-107.646,0.104,0.970,0.292,0.488,-2.197,0.122,100.000,130.000,1.000
-109.345,-133.932,-112.116,-104.517,-104.517,-104.606,-115.424,-107.914,0.105,0.970,0.292,0.092,-2.502,0.122,100.000,131.000,1.000
-109.255,-134.021,-111.848,-104.696,-104.517,-104.517,-115.514,-107.825,0.108,0.969,0.291,-0.488,-2.777,0.153,100.000,132.000,1.000
-109.255,-133.842,-111.848,-104.338,-104.696,-104.517,-115.514,-107.735,0.109,0.966,0.287,-0.946,-2.869,0.122,100.000,133.000,1.000
-109.255,-133.842,-111.848,-104.517,-104.517,-104.249,-115.514,-107.825,0.112,0.965,0.283,-1.129,-2.838,0.153,100.000,134.000,1.000
-109.255,-133.753,-112.027,-104.517,-104.517,-104.159,-115.246,-107.557,0.112,0.971,0.282,-1.190,-2.563,0.214,100.000,135.000,1.000
-109.345,-133.842,-111.669,-104.249,-104.517,-104.159,-115.424,-107.557,0.111,0.967,0.286,-1.282,-2.441,0.305,100.000,136.000,1.000
-109.345,-133.842,-111.580,-104.338,-104.338,-104.249,-115.335,-107.557,0.111,0.964,0.287,-1.160,-2.258,0.244,100.000,137.000,1.000
-109.345,-133.932,-111.848,-104.517,-104.427,-104.338,-115.156,-107.378,0.113,0.963,0.292,-1.099,-2.197,0.122,100.000,138.000,1.000
-109.434,-133.842,-111.938,-104.517,-104.338,-104.159,-115.424,-107.467,0.114,0.960,0.292,-1.099,-1.923,0.061,100.000,139.000,1.000
-109.524,-133.842,-111.848,-104.249,-104.338,-104.338,-115.514,-107.378,0.114,0.965,0.290,-1.007,-1.526,-0.061,100.000,140.000,1.000
-109.077,-133.753,-111.938,-104.427,-104.338,-104.338,-115.335,-107.378,0.114,0.967,0.288,-0.793,-1.251,-0.122,100.000,141.000,1.000
-109.077,-133.753,-111.938,-104.427,-104.249,-104.249,-115.067,-107.467,0.113,0.966,0.285,-0.763,-0.977,-0.275,100.000,142.000,1.000
-109.166,-133.753,-111.848,-104.249,-104.338,-104.070,-115.246,-107.378,0.111,0.965,0.287,-0.702,-0.763,-0.458,100.000,143.000,1.000
-109.255,-133.932,-111.938,-104.338,-104.517,-103.980,-115.156,-107.378,0.108,0.966,0.286,-0.610,-0.458,-0.610,100.000,144.000,1.000
-109.166,-133.753,-111.759,-104.070,-104.159,-104.249,-115.067,-107.288,0.106,0.968,0.285,-0.519,-0.305,-0.885,100.000,145.000,1.000
-108.987,-133.842,-111.669,-104.249,-104.249,-104.249,-115.156,-107.378,0.106,0.969,0.285,-0.458,-0.305,-1.007,100.000,146.000,1.000
-108.987,-133.663,-111.669,-104.070,-104.338,-103.891,-115.335,-107.378,0.105,0.969,0.286,-0.549,-0.153,-1.068,100.000,147.000,1.000
-109.255,-133.395,-111.759,-103.980,-104.338,-104.070,-115.335,-107.378,0.105,0.970,0.286,-0.549,-0.092,-1.007,100.000,148.000,1.000
-109.166,-133.395,-111.759,-104.159,-104.338,-103.891,-115.246,-107.557,0.105,0.971,0.286,-0.671,-0.092,-0.854,100.000,149.000,1.000
-108.987,-133.574,-111.938,-104.249,-104.249,-104.070,-114.977,-107.288,0.103,0.973,0.289,-0.519,-0.092,-0.824,100.000,150.000,1.000
-108.987,-133.395,-111.938,-104.338,-104.249,-104.070,-115.067,-107.199,0.102,0.977,0.290,-0.641,-0.092,-0.793,100.000,151.000,1.000
-109.077,-133.395,-111.669,-104.249,-104.070,-104.070,-115.246,-107.378,0.103,0.977,0.286,-0.763,-0.061,-0.763,100.000,152.000,1.000
-108.898,-133.485,-111.848,-104.159,-104.249,-104.070,-115.067,-107.467,0.104,0.979,0.288,-0.641,0.000,-0.549,100.000,153.000,1.000
-108.898,-133.485,-111.848,-104.249,-104.249,-104.070,-115.067,-107.378,0.103,0.980,0.290,-0.732,0.183,-0.458,100.000,154.000,1.000
-109.166,-133.395,-111.848,-104.070,-104.249,-103.891,-115.335,-107.378,0.104,0.979,0.293,-0.641,0.244,-0.427,100.000,155.000,1.000
-109.077,-133.574,-111.848,-104.249,-103.980,-103.980,-115.156,-107.378,0.106,0.977,0.289,-0.671,0.244,-0.458,100.000,156.000,1.000
-109.077,-133.395,-111.848,-104.249,-104.070,-104.070,-115.156,-107.467,0.109,0.976,0.291,-0.641,0.122,-0.366,100.000,157.000,1.000
-108.987,-133.306,-111.669,-104.249,-104.427,-104.070,-114.977,-107.467,0.112,0.977,0.298,-0.580,0.061,-0.275,100.000,158.000,1.000
-109.166,-133.395,-111.669,-104.249,-104.249,-104.070,-115.067,-107.378,0.111,0.976,0.301,-0.610,-0.183,-0.183,100.000,159.000,1.000
-109.255,-133.306,-111.848,-104.070,-104.070,-103.891,-115.246,-107.378,0.107,0.975,0.309,-0.671,-0.366,-0.122,100.000,160.000,1.000
-108.898,-133.395,-111.669,-104.159,-104.159,-103.712,-115.156,-107.288,0.109,0.977,0.311,-0.732,-0.702,-0.031,100.000,161.000,1.000
-108.719,-133.485,-111.491,-104.249,-104.070,-103.802,-115.067,-107.199,0.106,0.977,0.311,-0.854,-1.038,0.122,100.000,162.000,1.000
-108.719,-133.216,-111.580,-104.159,-103.980,-104.070,-114.977,-107.199,0.106,0.974,0.313,-0.946,-1.343,0.122,100.000,163.000,1.000
-108.808,-133.395,-111.491,-104.249,-104.070,-103.980,-114.888,-107.020,0.105,0.973,0.316,-1.007,-1.556,0.183,100.000,164.000,1.000
-108.898,-133.395,-111.759,-104.517,-104.249,-104.070,-114.799,-107.199,0.105,0.973,0.313,-0.885,-1.617,0.305,100.000,165.000,1.000
-108.987,-133.395,-111.759,-104.159,-104.070,-103.891,-114.977,-107.378,0.103,0.973,0.311,-0.671,-1.556,0.458,100.000,166.000,1.000
-108.808,-133.306,-111.669,-104.070,-103.891,-103.802,-115.246,-107.557,0.101,0.974,0.305,-0.305,-1.465,0.702,100.000,167.000,1.000
-108.719,-133.306,-111.491,-104.070,-103.980,-103.802,-115.156,-107.199,0.099,0.975,0.305,0.244,-1.282,0.763,100.000,168.000,1.000
-108.808,-133.216,-111.491,-103.802,-104.070,-103.802,-114.977,-107.020,0.098,0.977,0.299,0.549,-1.007,0.793,100.000,169.000,1.000
-108.808,-133.306,-111.669,-103.980,-103.980,-103.623,-114.977,-107.020,0.098,0.979,0.297,0.671,-0.824,0.702,100.000,170.000,1.000
-108.987,-133.395,-111.491,-103.980,-104.070,-103.623,-114.977,-107.020,0.097,0.978,0.293,0.946,-0.641,0.610,100.000,171.000,1.000
-108.987,-133.395,-111.491,-104.070,-103.891,-103.802,-115.067,-107.199,0.097,0.978,0.295,1.099,-0.549,0.549,100.000,172.000,1.000
-109.077,-133.395,-111.491,-104.249,-104.070,-103.891,-115.067,-107.020,0.100,0.977,0.293,1.038,-0.519,0.427,100.000,173.000,1.000
-109.166,-133.395,-111.491,-104.159,-104.070,-103.891,-114.977,-107.110,0.102,0.976,0.292,1.068,-0.488,0.244,100.000,174.000,1.000
-108.898,-133.127,-111.491,-104.159,-104.070,-103.712,-114.799,-107.288,0.104,0.975,0.292,1.099,-0.549,0.122,100.000,175.000,1.000
-108.987,-133.395,-111.491,-104.070,-104.070,-103.533,-114.977,-107.288,0.105,0.977,0.291,1.038,-0.488,0.000,100.000,176.000,1.000
