EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-644.267,-637.651,-504.792,-871.450,-511.855,-47.922,-874.132,-163.078,0.112,0.967,0.447,0.549,-0.641,-0.031,100.000,13.000,1.000
-564.426,-570.059,-405.997,-977.844,-397.235,2.503,-985.891,-13.947,0.113,0.965,0.449,0.488,-0.885,-0.153,100.000,14.000,1.000
-563.175,-609.577,-367.999,-1192.689,-338.763,24.855,-1233.012,110.507,0.111,0.967,0.450,0.275,-1.007,-0.183,100.000,15.000,1.000
-551.105,-553.250,-357.449,-986.695,-165.045,25.481,-1402.349,156.552,0.112,0.965,0.449,0.397,-1.068,-0.275,100.000,16.000,1.000
-442.028,-507.653,-333.399,-483.334,-71.168,4.828,-1117.230,48.369,0.111,0.964,0.451,0.519,-0.977,-0.183,100.000,17.000,1.000
-345.916,-446.588,-327.945,-425.488,-73.046,4.828,-656.337,25.392,0.112,0.964,0.449,0.458,-0.977,-0.214,100.000,18.000,1.000
-250.965,-337.154,-273.675,-236.750,-148.058,-17.524,-240.237,-18.507,0.117,0.964,0.452,0.519,-1.007,-0.183,100.000,19.000,1.000
-216.544,-291.824,-230.849,-208.139,-232.369,-157.982,-179.172,-128.388,0.120,0.963,0.452,0.336,-1.038,-0.397,100.000,20.000,1.000
-208.050,-263.035,-211.895,-202.060,-227.273,-197.768,-173.181,-161.737,0.124,0.962,0.453,0.336,-1.099,-0.305,100.000,21.000,1.000
-203.043,-252.932,-205.547,-196.427,-215.560,-182.748,-168.979,-156.194,0.125,0.963,0.450,0.214,-1.282,-0.397,100.000,22.000,1.000
-198.126,-246.674,-200.272,-191.599,-208.408,-175.685,-165.045,-151.634,0.124,0.961,0.452,0.244,-1.526,-0.488,100.000,23.000,1.000
-193.566,-241.309,-195.712,-187.218,-203.043,-171.214,-161.737,-148.058,0.124,0.962,0.451,0.366,-1.678,-0.427,100.000,24.000,1.000
-189.275,-236.303,-191.778,-183.195,-198.394,-167.459,-158.697,-145.018,0.126,0.961,0.448,0.641,-1.740,-0.366,100.000,25.000,1.000
-185.251,-231.475,-187.933,-179.619,-193.208,-163.972,-156.194,-142.515,0.130,0.963,0.446,0.854,-1.617,-0.458,100.000,26.000,1.000
-181.675,-226.826,-184.357,-176.311,-188.738,-160.396,-153.333,-139.654,0.131,0.962,0.446,0.977,-1.312,-0.458,100.000,27.000,1.000
-178.546,-222.802,-180.692,-173.092,-184.804,-157.446,-151.008,-137.061,0.134,0.963,0.443,1.129,-0.916,-0.458,100.000,28.000,1.000
-175.506,-218.779,-177.562,-170.052,-180.870,-154.406,-149.488,-134.736,0.135,0.967,0.443,1.007,-0.488,-0.549,100.000,29.000,1.000
-172.824,-215.203,-174.612,-167.280,-177.562,-151.634,-147.164,-132.501,0.133,0.970,0.439,0.610,-0.092,-0.671,100.000,30.000,1.000
-170.499,-211.537,-171.840,-164.777,-174.433,-149.310,-145.644,-130.624,0.134,0.971,0.439,0.336,0.244,-0.732,100.000,31.000,1.000
-167.817,-208.139,-169.337,-162.274,-171.304,-147.164,-143.856,-129.104,0.133,0.972,0.443,0.031,0.427,-0.702,100.000,32.000,1.000
-165.492,-205.278,-166.923,-159.949,-168.353,-145.197,-142.157,-127.047,0.134,0.971,0.444,-0.244,0.488,-0.671,100.000,33.000,1.000
-163.436,-201.970,-164.688,-158.072,-165.582,-143.051,-140.905,-125.170,0.133,0.970,0.448,-0.397,0.519,-0.610,100.000,34.000,1.000
-161.201,-199.020,-162.452,-156.105,-163.168,-140.816,-139.833,-123.918,0.132,0.973,0.446,-0.549,0.458,-0.671,100.000,35.000,1.000
-159.144,-196.338,-160.396,-154.406,-160.575,-139.475,-138.760,-122.398,0.132,0.975,0.446,-0.641,0.366,-0.549,100.000,36.000,1.000
-157.446,-193.834,-158.697,-152.886,-158.519,-137.955,-137.419,-120.878,0.134,0.974,0.451,-0.702,0.305,-0.458,100.000,37.000,1.000
-155.747,-191.420,-156.552,-151.187,-156.552,-136.524,-135.988,-119.627,0.129,0.972,0.455,-0.824,0.244,-0.488,100.000,38.000,1.000
-153.959,-188.559,-155.121,-149.220,-154.585,-134.826,-134.915,-118.554,0.128,0.972,0.452,-0.732,-0.031,-0.549,100.000,39.000,1.000
-152.171,-186.145,-153.691,-147.790,-152.707,-133.574,-134.021,-117.302,0.127,0.973,0.455,-0.641,-0.183,-0.427,100.000,40.000,1.000
-150.740,-184.268,-151.992,-146.627,-151.008,-132.322,-133.127,-116.318,0.124,0.970,0.459,-0.519,-0.397,-0.366,100.000,41.000,1.000
-149.399,-182.301,-150.561,-144.929,-149.310,-131.071,-132.322,-114.977,0.121,0.969,0.456,-0.397,-0.488,-0.305,100.000,42.000,1.000
-148.147,-179.976,-149.399,-143.588,-147.611,-129.819,-131.518,-114.083,0.121,0.967,0.461,-0.336,-0.702,-0.214,100.000,43.000,1.000
-146.806,-177.920,-147.969,-142.515,-146.180,-128.835,-130.713,-113.457,0.119,0.964,0.458,-0.244,-0.916,-0.183,100.000,44.000,1.000
-145.644,-176.132,-146.806,-141.174,-144.839,-127.941,-130.087,-112.385,0.115,0.964,0.458,0.061,-1.038,-0.244,100.000,45.000,1.000
-144.482,-174.433,-145.644,-140.101,-143.498,-126.779,-129.551,-111.401,0.111,0.964,0.457,0.397,-1.251,-0.336,100.000,46.000,1.000
-143.409,-172.555,-144.482,-139.296,-142.425,-125.885,-128.657,-110.686,0.108,0.965,0.457,0.519,-1.556,-0.458,100.000,47.000,1.000
-142.515,-170.857,-143.141,-138.402,-141.174,-124.902,-127.941,-110.060,0.110,0.964,0.456,0.549,-1.709,-0.641,100.000,48.000,1.000
-141.531,-169.784,-142.247,-137.419,-139.922,-124.186,-127.316,-109.166,0.111,0.962,0.456,0.641,-1.862,-0.732,100.000,49.000,1.000
-140.458,-168.532,-141.442,-136.524,-138.760,-123.471,-126.690,-108.451,0.116,0.960,0.453,0.702,-2.106,-0.763,100.000,50.000,1.000
-139.385,-167.012,-140.458,-135.630,-137.776,-122.666,-126.332,-107.914,0.119,0.962,0.451,0.793,-2.136,-0.793,100.000,51.000,1.000
-138.760,-165.939,-139.475,-134.826,-136.435,-122.219,-125.706,-107.378,0.123,0.962,0.447,0.824,-1.953,-0.885,100.000,52.000,1.000
-137.776,-164.866,-138.938,-134.021,-135.720,-121.236,-125.080,-106.752,0.125,0.962,0.447,0.763,-1.709,-1.160,100.000,53.000,1.000
-137.329,-163.347,-138.223,-133.306,-135.094,-120.610,-124.812,-106.215,0.125,0.963,0.449,0.702,-1.648,-1.495,100.000,54.000,1.000
-136.256,-162.274,-137.329,-132.769,-134.200,-120.163,-124.365,-105.858,0.129,0.962,0.450,0.519,-1.648,-1.862,100.000,55.000,1.000
-135.541,-161.290,-136.703,-132.233,-133.395,-119.537,-123.739,-105.143,0.137,0.965,0.449,0.305,-1.465,-2.106,100.000,56.000,1.000
-135.094,-160.396,-136.256,-131.786,-132.769,-118.732,-123.382,-104.517,0.134,0.967,0.443,0.122,-1.221,-2.197,100.000,57.000,1.000
-134.468,-159.323,-135.362,-130.892,-132.054,-118.107,-123.113,-103.891,0.134,0.968,0.444,0.153,-1.129,-2.502,100.000,58.000,1.000
-133.842,-158.340,-135.005,-130.177,-131.518,-117.928,-122.666,-103.802,0.134,0.969,0.439,0.031,-1.099,-2.502,100.000,59.000,1.000
-133.216,-157.356,-134.647,-129.819,-130.981,-117.391,-122.309,-103.444,0.130,0.972,0.436,-0.061,-1.190,-2.441,100.000,60.000,1.000
-132.501,-156.641,-133.842,-129.461,-129.819,-116.766,-121.951,-102.907,0.130,0.975,0.441,-0.031,-1.190,-2.441,100.000,61.000,1.000
-131.965,-155.836,-133.216,-128.657,-129.283,-116.229,-121.772,-102.729,0.125,0.974,0.439,-0.183,-1.190,-2.319,100.000,62.000,1.000
-131.696,-155.032,-132.680,-128.210,-128.925,-115.961,-121.325,-102.460,0.123,0.975,0.440,-0.244,-0.885,-2.289,100.000,63.000,1.000
-131.071,-154.316,-132.412,-127.941,-128.388,-115.514,-121.057,-101.924,0.122,0.978,0.441,-0.488,-0.610,-2.136,100.000,64.000,1.000
-130.624,-153.780,-131.965,-127.763,-127.852,-115.067,-121.057,-101.388,0.120,0.978,0.445,-0.580,-0.366,-2.197,100.000,65.000,1.000
-130.177,-153.065,-131.786,-127.137,-127.405,-114.799,-120.610,-101.119,0.122,0.976,0.448,-0.793,-0.214,-2.106,100.000,66.000,1.000
-129.998,-152.439,-131.249,-126.690,-126.869,-114.620,-120.163,-100.851,0.124,0.974,0.447,-0.916,0.031,-1.984,100.000,67.000,1.000
-129.730,-151.813,-130.713,-126.332,-126.332,-114.352,-120.252,-100.672,0.125,0.973,0.450,-0.916,0.153,-1.892,100.000,68.000,1.000
-129.283,-151.187,-130.355,-125.706,-125.974,-113.904,-119.984,-100.315,0.123,0.972,0.455,-0.854,0.061,-1.709,100.000,69.000,1.000
-128.835,-150.561,-129.998,-125.349,-125.617,-113.457,-119.895,-100.136,0.121,0.974,0.455,-0.671,-0.092,-1.556,100.000,70.000,1.000
-128.388,-150.204,-129.730,-125.349,-125.259,-113.189,-119.448,-99.778,0.121,0.977,0.458,-0.519,-0.366,-1.373,100.000,71.000,1.000
-128.299,-149.488,-129.104,-124.902,-124.902,-112.832,-119.090,-99.599,0.119,0.974,0.460,-0.336,-0.458,-1.129,100.000,72.000,1.000
-128.031,-149.041,-129.104,-124.633,-124.633,-112.474,-119.090,-99.599,0.116,0.972,0.461,-0.122,-0.702,-1.007,100.000,73.000,1.000
-127.584,-148.326,-128.657,-124.365,-124.276,-112.474,-118.822,-99.331,0.114,0.971,0.461,0.244,-0.916,-0.641,100.000,74.000,1.000
-127.137,-148.058,-128.210,-124.186,-123.918,-112.295,-118.732,-98.974,0.114,0.972,0.463,0.610,-1.068,-0.458,100.000,75.000,1.000
-127.137,-147.700,-127.941,-123.918,-123.739,-112.116,-118.285,-98.884,0.114,0.972,0.461,0.885,-1.373,0.000,100.000,76.000,1.000
-126.690,-147.253,-127.673,-123.650,-123.292,-111.669,-118.196,-98.884,0.115,0.971,0.459,1.099,-1.648,0.153,100.000,77.000,1.000
-126.690,-146.985,-127.316,-123.471,-123.024,-111.312,-118.107,-98.705,0.116,0.973,0.455,1.160,-1.953,0.397,100.000,78.000,1.000
-126.243,-146.806,-127.137,-122.935,-123.113,-111.222,-117.749,-98.437,0.117,0.971,0.457,1.038,-2.289,0.549,100.000,79.000,1.000
-125.974,-146.359,-127.316,-122.845,-122.666,-111.401,-117.749,-98.079,0.118,0.972,0.454,0.946,-2.502,0.610,100.000,80.000,1.000
-125.706,-145.823,-127.047,-122.577,-122.130,-111.222,-117.749,-97.811,0.118,0.972,0.453,0.763,-2.655,0.641,100.000,81.000,1.000
-125.349,-145.465,-126.421,-122.756,-121.951,-110.686,-117.570,-97.901,0.119,0.967,0.450,0.549,-2.747,0.641,100.000,82.000,1.000
-125.170,-145.286,-126.421,-122.398,-121.772,-110.596,-117.481,-97.632,0.121,0.967,0.447,0.397,-2.472,0.641,100.000,83.000,1.000
-125.259,-144.929,-126.332,-122.130,-121.504,-110.596,-117.302,-97.632,0.119,0.968,0.448,0.244,-2.136,0.488,100.000,84.000,1.000
-125.080,-144.839,-126.153,-122.130,-121.325,-110.149,-117.034,-97.632,0.121,0.966,0.447,0.092,-1.709,0.488,100.000,85.000,1.000
-124.633,-144.750,-125.974,-121.862,-121.236,-110.060,-117.034,-97.275,0.123,0.965,0.448,0.092,-1.282,0.244,100.000,86.000,1.000
-124.633,-143.945,-125.796,-121.504,-120.968,-109.971,-117.034,-97.096,0.123,0.961,0.450,0.031,-0.946,-0.061,100.000,87.000,1.000
-124.455,-143.677,-125.796,-121.415,-120.789,-109.881,-116.944,-97.096,0.122,0.957,0.451,0.153,-0.641,-0.366,100.000,88.000,1.000
-124.276,-143.588,-125.438,-121.146,-120.431,-109.702,-116.766,-97.096,0.123,0.958,0.449,0.305,-0.397,-0.702,100.000,89.000,1.000
-124.186,-143.230,-125.259,-121.057,-120.342,-109.434,-116.497,-96.917,0.119,0.962,0.455,0.549,-0.122,-0.824,100.000,90.000,1.000
-124.186,-143.141,-125.080,-121.146,-120.431,-109.166,-116.408,-96.470,0.119,0.962,0.458,0.885,0.183,-1.068,100.000,91.000,1.000
-123.829,-142.872,-124.812,-121.057,-120.074,-109.166,-116.408,-96.470,0.117,0.963,0.455,1.129,0.336,-1.129,100.000,92.000,1.000
-123.560,-142.783,-124.812,-120.878,-119.984,-109.255,-116.408,-96.470,0.116,0.965,0.454,1.282,0.671,-1.221,100.000,93.000,1.000
-123.471,-142.515,-124.812,-120.789,-119.984,-109.255,-116.318,-96.560,0.117,0.967,0.455,1.434,0.885,-1.251,100.000,94.000,1.000
-123.560,-142.247,-124.812,-120.521,-119.984,-108.987,-116.587,-96.381,0.116,0.968,0.454,1.373,0.946,-1.312,100.000,95.000,1.000
-123.560,-141.978,-124.544,-120.431,-119.716,-108.987,-116.140,-96.202,0.113,0.968,0.457,1.373,0.977,-1.190,100.000,96.000,1.000
-123.382,-141.799,-124.365,-120.342,-119.269,-108.987,-116.140,-96.113,0.117,0.967,0.456,1.343,0.793,-1.099,100.000,97.000,1.000
-123.292,-141.621,-124.276,-120.163,-119.090,-108.808,-115.961,-95.844,0.120,0.965,0.458,1.465,0.397,-0.977,100.000,98.000,1.000
-123.024,-141.442,-124.186,-120.163,-119.090,-108.540,-115.961,-95.934,0.122,0.964,0.461,1.709,0.061,-0.824,100.000,99.000,1.000
-123.113,-141.352,-124.186,-119.984,-119.001,-108.719,-115.871,-95.844,0.121,0.964,0.455,1.801,-0.275,-0.580,100.000,100.000,1.000
-123.113,-141.263,-124.186,-119.895,-118.911,-108.451,-115.782,-95.844,0.122,0.967,0.454,1.770,-0.610,-0.427,100.000,101.000,1.000
-122.666,-141.084,-124.007,-119.537,-118.911,-108.451,-115.693,-95.755,0.125,0.968,0.449,1.648,-0.885,-0.244,100.000,102.000,1.000
-122.666,-140.905,-123.918,-119.716,-118.822,-108.361,-115.693,-95.755,0.126,0.968,0.449,1.465,-1.099,-0.183,100.000,103.000,1.000
-122.666,-140.637,-123.560,-119.716,-118.732,-108.451,-115.693,-95.665,0.129,0.966,0.448,1.099,-1.373,0.031,100.000,104.000,1.000
-122.488,-140.458,-123.471,-119.627,-118.554,-108.182,-115.871,-95.665,0.126,0.965,0.446,0.854,-1.556,0.061,100.000,105.000,1.000
-122.398,-140.458,-123.292,-119.269,-118.554,-108.093,-115.782,-95.397,0.125,0.962,0.442,0.519,-1.740,-0.031,100.000,106.000,1.000
-122.219,-140.548,-123.292,-119.269,-118.554,-108.093,-115.603,-95.308,0.122,0.965,0.438,0.244,-1.770,-0.031,100.000,107.000,1.000
-122.219,-140.369,-123.471,-119.448,-118.464,-107.825,-115.514,-95.397,0.122,0.963,0.435,-0.153,-1.709,-0.153,100.000,108.000,1.000
-122.398,-140.011,-123.560,-119.448,-118.285,-108.004,-115.514,-95.397,0.121,0.958,0.432,-0.305,-1.587,-0.031,100.000,109.000,1.000
-122.219,-139.654,-123.292,-119.269,-118.196,-107.914,-115.424,-95.487,0.120,0.957,0.430,-0.580,-1.251,-0.031,100.000,110.000,1.000
-122.041,-139.833,-123.024,-119.001,-118.107,-107.735,-115.246,-95.397,0.118,0.958,0.432,-0.549,-1.038,0.061,100.000,111.000,1.000
-122.130,-140.011,-123.024,-119.001,-118.196,-107.557,-115.424,-95.308,0.117,0.958,0.432,-0.610,-0.854,0.061,100.000,112.000,1.000
-122.041,-140.011,-123.292,-119.090,-118.196,-107.646,-115.335,-95.129,0.119,0.959,0.433,-0.641,-0.702,0.153,100.000,113.000,1.000
-121.772,-139.833,-123.203,-119.090,-118.107,-107.914,-115.335,-95.129,0.121,0.956,0.432,-0.580,-0.610,0.061,100.000,114.000,1.000
-121.772,-139.833,-123.292,-119.001,-118.017,-107.825,-115.335,-95.129,0.123,0.957,0.433,-0.671,-0.580,-0.061,100.000,115.000,1.000
-121.772,-139.654,-123.024,-118.822,-117.838,-107.467,-114.977,-95.129,0.128,0.958,0.437,-0.763,-0.458,-0.153,100.000,116.000,1.000
-121.862,-139.564,-123.024,-118.911,-117.928,-107.467,-115.156,-95.040,0.131,0.960,0.432,-0.916,-0.397,-0.244,100.000,117.000,1.000
-121.862,-139.475,-122.666,-118.822,-117.838,-107.467,-115.067,-94.950,0.134,0.966,0.438,-1.038,-0.549,-0.305,100.000,118.000,1.000
-121.862,-139.385,-122.577,-118.643,-117.660,-107.646,-115.156,-95.040,0.135,0.968,0.437,-1.099,-0.732,-0.366,100.000,119.000,1.000
-121.683,-139.296,-122.488,-118.643,-117.481,-107.467,-115.067,-94.950,0.137,0.969,0.439,-1.160,-0.916,-0.458,100.000,120.000,1.000
-121.504,-139.207,-122.577,-118.822,-117.481,-107.288,-115.067,-94.861,0.139,0.970,0.440,-1.221,-1.190,-0.488,100.000,121.000,1.000
-121.504,-139.117,-122.666,-118.911,-117.660,-107.199,-115.156,-94.682,0.140,0.975,0.439,-1.465,-1.404,-0.458,100.000,122.000,1.000
-121.504,-139.207,-122.756,-118.822,-117.749,-107.199,-115.067,-94.771,0.140,0.974,0.443,-1.801,-1.617,-0.336,100.000,123.000,1.000
-121.504,-138.938,-122.756,-118.822,-117.660,-107.199,-114.977,-94.950,0.138,0.973,0.445,-1.862,-1.801,-0.122,100.000,124.000,1.000
-121.504,-139.028,-122.577,-118.554,-117.481,-107.199,-114.977,-94.771,0.136,0.974,0.450,-2.045,-2.014,0.122,100.000,125.000,1.000
-121.593,-139.028,-122.577,-118.375,-117.302,-107.020,-114.799,-94.682,0.135,0.978,0.449,-2.197,-2.106,0.214,100.000,126.000,1.000
-121.683,-138.938,-122.577,-118.375,-117.213,-107.110,-114.709,-94.771,0.133,0.978,0.452,-2.289,-2.228,0.183,100.000,127.000,1.000
-121.683,-138.849,-122.219,-118.375,-117.391,-107.020,-115.067,-94.771,0.132,0.975,0.452,-2.472,-2.258,0.122,100.000,128.000,1.000
-121.504,-138.849,-122.398,-118.375,-117.302,-106.931,-114.799,-94.771,0.131,0.973,0.453,-2.533,-2.197,0.122,100.000,129.000,1.000
-121.236,-138.491,-122.398,-118.196,-117.213,-107.020,-114.799,-94.950,0.128,0.969,0.457,-2.594,-2.167,0.092,100.000,130.000,1.000
-121.236,-138.670,-122.577,-118.107,-117.123,-107.110,-114.799,-94.682,0.124,0.967,0.459,-2.380,-2.045,0.061,100.000,131.000,1.000
-121.325,-138.581,-122.398,-118.375,-117.123,-107.020,-114.620,-94.414,0.120,0.965,0.458,-2.197,-1.892,0.000,100.000,132.000,1.000
-121.415,-138.402,-122.398,-118.464,-117.034,-107.110,-114.530,-94.593,0.117,0.965,0.454,-1.648,-1.709,-0.122,100.000,133.000,1.000
-121.057,-138.581,-122.219,-118.375,-117.034,-106.931,-114.799,-94.503,0.115,0.966,0.457,-1.007,-1.678,-0.336,100.000,134.000,1.000
-121.057,-138.491,-122.219,-118.196,-117.302,-106.931,-114.888,-94.414,0.118,0.963,0.459,-0.549,-1.617,-0.763,100.000,135.000,1.000
-121.236,-138.491,-122.219,-118.017,-117.481,-107.199,-114.799,-94.414,0.120,0.961,0.460,-0.153,-1.678,-1.160,100.000,136.000,1.000
-121.236,-138.491,-122.130,-118.285,-117.213,-107.020,-114.977,-94.414,0.124,0.962,0.463,0.092,-1.862,-1.526,100.000,137.000,1.000
-121.146,-138.313,-122.041,-118.375,-117.034,-106.931,-114.620,-94.503,0.125,0.966,0.462,0.092,-2.014,-1.770,100.000,138.000,1.000
-120.968,-138.134,-122.130,-118.196,-117.034,-107.199,-114.441,-94.503,0.126,0.968,0.459,0.000,-2.075,-1.984,100.000,139.000,1.000
-120.968,-138.313,-122.041,-118.107,-117.123,-107.020,-114.352,-94.414,0.127,0.970,0.462,-0.031,-2.014,-2.167,100.000,140.000,1.000
-121.146,-138.223,-121.951,-118.285,-117.034,-107.020,-114.530,-94.503,0.129,0.971,0.461,0.061,-1.923,-2.380,100.000,141.000,1.000
-121.057,-138.313,-121.951,-118.107,-116.855,-106.931,-114.620,-94.235,0.134,0.974,0.459,0.183,-1.617,-2.350,100.000,142.000,1.000
-121.057,-138.134,-121.951,-118.107,-116.766,-106.841,-114.530,-94.414,0.136,0.977,0.458,0.275,-1.221,-2.228,100.000,143.000,1.000
-120.968,-138.134,-121.862,-117.928,-116.855,-106.931,-114.530,-94.503,0.135,0.979,0.460,0.519,-0.916,-2.167,100.000,144.000,1.000
-120.878,-138.044,-122.041,-118.017,-117.034,-107.020,-114.530,-94.503,0.134,0.979,0.457,0.732,-0.702,-2.106,100.000,145.000,1.000
-121.057,-137.866,-121.951,-118.017,-116.944,-106.841,-114.620,-94.414,0.133,0.980,0.462,0.610,-0.549,-2.045,100.000,146.000,1.000
-120.968,-138.044,-121.951,-118.107,-116.766,-106.663,-114.620,-94.324,0.129,0.976,0.461,0.458,-0.732,-1.953,100.000,147.000,1.000
-120.968,-138.134,-121.862,-117.749,-116.587,-106.573,-114.530,-94.414,0.129,0.974,0.461,0.397,-0.916,-1.740,100.000,148.000,1.000
-120.968,-138.134,-121.862,-118.017,-116.676,-106.573,-114.352,-94.593,0.126,0.973,0.463,0.305,-1.068,-1.495,100.000,149.000,1.000
-121.057,-137.955,-121.951,-118.107,-116.944,-106.663,-114.530,-94.414,0.118,0.967,0.462,0.427,-1.282,-1.495,100.000,150.000,1.000
-121.057,-138.044,-122.041,-117.838,-117.034,-106.841,-114.441,-94.414,0.116,0.963,0.460,0.610,-1.526,-1.373,100.000,151.000,1.000
-120.789,-138.044,-121.862,-118.017,-117.034,-106.663,-114.352,-94.593,0.113,0.964,0.458,0.854,-1.648,-1.343,100.000,152.000,1.000
-120.789,-137.955,-121.951,-118.017,-116.944,-106.663,-114.441,-94.503,0.110,0.964,0.452,1.068,-1.892,-1.373,100.000,153.000,1.000
-120.789,-137.955,-121.772,-118.017,-116.855,-106.484,-114.620,-94.414,0.108,0.963,0.452,1.129,-2.106,-1.434,100.000,154.000,1.000
-120.789,-138.223,-122.041,-118.107,-117.034,-106.573,-114.799,-94.324,0.108,0.964,0.449,1.129,-2.258,-1.434,100.000,155.000,1.000
-120.699,-138.044,-121.951,-118.107,-116.855,-106.752,-114.530,-94.414,0.108,0.966,0.442,0.977,-2.380,-1.556,100.000,156.000,1.000
-120.789,-137.866,-121.951,-117.928,-116.676,-106.752,-114.441,-94.235,0.112,0.968,0.437,0.824,-2.167,-1.678,100.000,157.000,1.000
-120.610,-137.776,-122.130,-118.017,-116.855,-106.573,-114.620,-94.056,0.113,0.968,0.434,0.824,-2.045,-1.709,100.000,158.000,1.000
-120.610,-137.597,-122.041,-117.928,-116.766,-106.752,-114.441,-94.056,0.114,0.971,0.433,0.793,-1.892,-1.770,100.000,159.000,1.000
-120.789,-137.687,-121.951,-117.928,-116.676,-106.484,-114.352,-94.235,0.117,0.969,0.430,0.580,-1.648,-1.862,100.000,160.000,1.000
-120.789,-137.687,-121.683,-117.928,-116.676,-106.484,-114.352,-94.324,0.119,0.970,0.433,0.458,-1.404,-1.892,100.000,161.000,1.000
-120.699,-137.776,-121.593,-117.660,-116.587,-106.394,-114.262,-94.235,0.121,0.971,0.431,0.275,-1.160,-1.862,100.000,162.000,1.000
-120.789,-137.776,-121.772,-117.660,-116.676,-106.484,-114.352,-94.146,0.119,0.971,0.433,0.122,-0.763,-1.923,100.000,163.000,1.000
-120.878,-137.776,-121.862,-117.660,-116.676,-106.484,-114.441,-94.235,0.115,0.971,0.436,-0.092,-0.519,-1.770,100.000,164.000,1.000
-120.521,-137.776,-121.772,-117.749,-116.766,-106.752,-114.530,-94.235,0.114,0.972,0.436,-0.122,-0.183,-1.678,100.000,165.000,1.000
-120.431,-137.866,-121.951,-117.749,-116.587,-106.663,-114.441,-94.235,0.112,0.974,0.440,-0.092,0.000,-1.556,100.000,166.000,1.000
-120.610,-137.687,-121.951,-117.928,-116.766,-106.484,-114.530,-94.235,0.108,0.974,0.447,-0.275,-0.031,-1.373,100.000,167.000,1.000
-120.342,-137.687,-121.683,-117.749,-116.587,-106.573,-114.530,-94.235,0.108,0.970,0.451,-0.397,-0.061,-1.068,100.000,168.000,1.000
-120.610,-137.776,-121.683,-117.749,-116.497,-106.573,-114.352,-94.235,0.109,0.969,0.458,-0.549,-0.275,-1.038,100.000,169.000,1.000
-120.610,-137.776,-121.862,-117.928,-116.587,-106.484,-114.352,-94.414,0.108,0.967,0.461,-0.641,-0.519,-0.885,100.000,170.000,1.000
-120.610,-137.687,-121.772,-117.838,-116.766,-106.484,-114.530,-94.235,0.111,0.965,0.463,-0.549,-0.702,-0.916,100.000,171.000,1.000
-120.699,-137.776,-121.683,-117.749,-116.855,-106.663,-114.352,-94.146,0.112,0.965,0.462,-0.336,-0.916,-0.885,100.000,172.000,1.000
-120.699,-137.687,-121.772,-117.749,-116.766,-106.573,-114.441,-94.235,0.113,0.964,0.457,-0.031,-0.885,-0.854,100.000,173.000,1.000
-120.699,-137.776,-121.772,-117.928,-116.497,-106.663,-114.530,-94.146,0.115,0.965,0.457,0.305,-0.916,-1.038,100.000,174.000,1.000
-120.610,-137.776,-121.951,-117.838,-116.587,-106.573,-114.173,-94.235,0.114,0.967,0.453,0.427,-1.160,-0.916,100.000,175.000,1.000
-120.789,-137.597,-121.951,-117.749,-116.497,-106.663,-114.173,-94.235,0.115,0.968,0.450,0.641,-1.282,-0.977,100.000,176.000,1.000
